Launching LogDate version 1.2.1
Objective function: wLogDate
Finished initialization with random seed 171
Initial state:
mu = 0.0010304883384318012
fx = 199.396094452461
Maximum constraint violation: 1.9081958235744878e-17
| niter |f evals|CG iter|  obj func   |tr radius |   opt    |  c viol  | penalty  |barrier param|CG stop|

Initial state:
mu = 0.0010626161825896786
fx = 198.80690906456485
Maximum constraint violation: 1.9081958235744878e-17
| niter |f evals|CG iter|  obj func   |tr radius |   opt    |  c viol  | penalty  |barrier param|CG stop|
|-------|-------|-------|-------------|----------|----------|----------|----------|-------------|-------|
|   1   |   1   |   0   | +1.9881e+02 | 1.00e+00 | 6.00e+08 | 2.08e-17 | 1.00e+00 |  1.00e-01   |   0   |
|   2   |   2   |  314  | +5.1307e+02 | 6.31e+00 | 2.85e+08 | 3.07e-01 | 1.53e+06 |  1.00e-01   |   4   |
|   3   |   3   |  389  | +1.3759e+03 | 3.55e+01 | 1.21e+08 | 1.30e-01 | 2.74e+06 |  1.00e-01   |   4   |
|   4   |   4   |  455  | +2.1299e+03 | 6.89e+01 | 3.81e+07 | 1.71e-01 | 4.78e+06 |  1.00e-01   |   4   |
|   5   |   5   |  499  | +2.5118e+03 | 7.22e+01 | 6.61e+04 | 3.79e-01 | 4.78e+06 |  1.00e-01   |   3   |
|   6   |   6   |  514  | +2.8198e+03 | 7.22e+01 | 3.39e+05 | 2.36e-01 | 4.78e+06 |  1.00e-01   |   3   |
|   7   |   7   |  519  | +3.0688e+03 | 7.22e+01 | 3.10e+01 | 1.21e-01 | 4.78e+06 |  1.00e-01   |   3   |
|   8   |   8   |  521  | +3.2183e+03 | 7.22e+01 | 1.50e+00 | 5.54e-02 | 4.78e+06 |  1.00e-01   |   3   |
|   9   |   9   |  522  | +2.0793e+03 | 2.13e+02 | 7.18e-01 | 2.30e-02 | 4.78e+06 |  1.00e-01   |   3   |
|  10   |  10   |  526  | +1.9311e+03 | 2.13e+02 | 5.52e-01 | 3.69e-02 | 4.78e+06 |  1.00e-01   |   3   |
|  11   |  11   |  533  | +1.9311e+03 | 2.13e+01 | 5.52e-01 | 3.69e-02 | 4.78e+06 |  1.00e-01   |   2   |
|  12   |  12   |  536  | +1.5810e+03 | 1.09e+02 | 4.51e-01 | 3.23e-02 | 4.78e+06 |  1.00e-01   |   2   |
|  13   |  13   |  539  | +1.5810e+03 | 1.09e+01 | 4.51e-01 | 3.23e-02 | 4.78e+06 |  1.00e-01   |   2   |
|  14   |  14   |  541  | +1.6015e+03 | 1.20e+01 | 4.28e-01 | 1.62e-02 | 4.78e+06 |  1.00e-01   |   2   |
|  15   |  15   |  543  | +1.6030e+03 | 1.62e+01 | 4.10e-01 | 8.15e-03 | 4.78e+06 |  1.00e-01   |   3   |
|  16   |  16   |  544  | +1.6023e+03 | 1.62e+01 | 3.96e-01 | 4.11e-03 | 4.78e+06 |  1.00e-01   |   2   |
|  17   |  17   |  546  | +1.5558e+03 | 2.56e+01 | 3.67e-01 | 2.08e-03 | 4.78e+06 |  1.00e-01   |   2   |
|  18   |  18   |  547  | +1.4864e+03 | 3.56e+01 | 3.23e-01 | 1.05e-03 | 4.78e+06 |  1.00e-01   |   2   |
|  19   |  19   |  548  | +1.3762e+03 | 5.27e+01 | 2.59e-01 | 5.33e-04 | 4.78e+06 |  1.00e-01   |   2   |
|  20   |  20   |  549  | +1.1743e+03 | 8.97e+01 | 1.57e-01 | 2.68e-04 | 4.78e+06 |  1.00e-01   |   2   |
|  21   |  21   |  551  | +1.1743e+03 | 8.97e+00 | 1.57e-01 | 2.68e-04 | 4.78e+06 |  1.00e-01   |   2   |
|  22   |  22   |  552  | +1.0657e+03 | 6.28e+01 | 1.07e-01 | 1.42e-04 | 4.78e+06 |  1.00e-01   |   2   |
|  23   |  23   |  553  | +8.3216e+02 | 1.17e+02 | 4.18e-02 | 1.06e-04 | 4.78e+06 |  1.00e-01   |   2   |
|  24   |  24   |  557  | +8.3216e+02 | 1.17e+01 | 4.18e-02 | 1.06e-04 | 4.78e+06 |  1.00e-01   |   2   |
|  25   |  25   |  558  | +7.1254e+02 | 8.20e+01 | 2.12e-02 | 7.87e-05 | 4.78e+06 |  1.00e-01   |   2   |
|  26   |  26   |  561  | +7.1254e+02 | 8.20e+00 | 2.12e-02 | 7.87e-05 | 4.78e+06 |  1.00e-01   |   2   |
|  27   |  27   |  562  | +6.4692e+02 | 5.74e+01 | 1.32e-02 | 6.46e-05 | 4.78e+06 |  1.00e-01   |   2   |
|  28   |  28   |  564  | +6.4692e+02 | 5.74e+00 | 1.32e-02 | 6.46e-05 | 4.78e+06 |  1.00e-01   |   2   |
|  29   |  29   |  565  | +6.0793e+02 | 4.02e+01 | 1.03e-02 | 5.74e-05 | 4.78e+06 |  1.00e-01   |   2   |
|  30   |  30   |  566  | +4.9480e+02 | 9.11e+01 | 4.98e-03 | 5.38e-05 | 4.78e+06 |  1.00e-01   |   2   |
|  31   |  31   |  569  | +4.9480e+02 | 9.11e+00 | 4.98e-03 | 5.38e-05 | 4.78e+06 |  1.00e-01   |   3   |
|  32   |  32   |  570  | +4.4905e+02 | 5.73e+01 | 2.22e-03 | 5.18e-05 | 4.78e+06 |  1.00e-01   |   2   |
|  33   |  33   |  573  | +4.4905e+02 | 5.73e+00 | 2.22e-03 | 5.18e-05 | 4.78e+06 |  1.00e-01   |   3   |
|  34   |  34   |  574  | +4.2458e+02 | 4.01e+01 | 1.44e-03 | 5.07e-05 | 4.78e+06 |  1.00e-01   |   2   |
|  35   |  35   |  576  | +4.2458e+02 | 4.01e+00 | 1.44e-03 | 5.07e-05 | 4.78e+06 |  1.00e-01   |   2   |
|  36   |  36   |  577  | +4.1039e+02 | 2.81e+01 | 1.04e-03 | 5.01e-05 | 4.78e+06 |  1.00e-01   |   2   |
|  37   |  37   |  580  | +4.1039e+02 | 2.81e+00 | 1.04e-03 | 5.01e-05 | 4.78e+06 |  1.00e-01   |   2   |
|  38   |  38   |  582  | +4.0202e+02 | 1.97e+01 | 8.14e-04 | 4.96e-05 | 4.78e+06 |  1.00e-01   |   2   |
|  39   |  39   |  584  | +3.7911e+02 | 4.96e+01 | 5.06e-04 | 4.92e-05 | 4.78e+06 |  1.00e-01   |   2   |
|  40   |  40   |  610  | +3.7911e+02 | 4.96e+00 | 5.06e-04 | 4.92e-05 | 4.78e+06 |  1.00e-01   |   2   |
|  41   |  41   |  617  | +3.7421e+02 | 3.47e+01 | 3.59e-04 | 4.77e-05 | 4.78e+06 |  1.00e-01   |   2   |
|  42   |  42   |  623  | +3.8546e+02 | 3.47e+01 | 3.56e-04 | 3.96e-05 | 4.78e+06 |  1.00e-01   |   4   |
|  43   |  43   |  626  | +4.0754e+02 | 3.47e+01 | 3.55e-04 | 2.48e-05 | 4.78e+06 |  1.00e-01   |   4   |
|  44   |  44   |  629  | +4.7650e+02 | 3.47e+01 | 3.55e-04 | 5.68e-06 | 4.78e+06 |  1.00e-01   |   4   |
|  45   |  45   |  636  | +6.6706e+02 | 3.47e+01 | 3.52e-04 | 9.98e-14 | 4.78e+06 |  1.00e-01   |   4   |
|  46   |  46   |  641  | +6.2172e+02 | 3.47e+01 | 3.11e-04 | 3.89e-16 | 4.78e+06 |  1.00e-01   |   4   |
|  47   |  47   |  646  | +5.7906e+02 | 3.47e+01 | 2.64e-04 | 1.07e-16 | 4.78e+06 |  1.00e-01   |   4   |
|  48   |  48   |  651  | +5.3896e+02 | 3.47e+01 | 2.12e-04 | 6.56e-16 | 4.78e+06 |  1.00e-01   |   4   |
|  49   |  49   |  656  | +5.0137e+02 | 3.47e+01 | 1.58e-04 | 4.87e-16 | 4.78e+06 |  1.00e-01   |   4   |
|  50   |  50   |  659  | +4.6601e+02 | 3.47e+01 | 1.53e-04 | 8.65e-16 | 4.78e+06 |  1.00e-01   |   4   |
|  51   |  51   |  662  | +4.3305e+02 | 3.47e+01 | 1.47e-04 | 1.03e-15 | 4.78e+06 |  1.00e-01   |   4   |
|  52   |  52   |  665  | +4.0241e+02 | 3.47e+01 | 1.40e-04 | 7.96e-15 | 4.78e+06 |  1.00e-01   |   4   |
|  53   |  53   |  668  | +3.7398e+02 | 3.47e+01 | 1.61e-04 | 3.04e-15 | 4.78e+06 |  1.00e-01   |   4   |
|  54   |  54   |  671  | +3.4773e+02 | 3.47e+01 | 2.92e-04 | 2.08e-15 | 4.78e+06 |  1.00e-01   |   4   |
|  55   |  55   |  674  | +3.2369e+02 | 3.47e+01 | 5.07e-04 | 1.63e-15 | 4.78e+06 |  1.00e-01   |   4   |
|  56   |  56   |  677  | +3.0201e+02 | 3.47e+01 | 8.44e-04 | 7.35e-16 | 4.78e+06 |  1.00e-01   |   4   |
|  57   |  57   |  680  | +2.8275e+02 | 3.47e+01 | 1.36e-03 | 6.07e-16 | 4.78e+06 |  1.00e-01   |   4   |
|  58   |  58   |  683  | +2.6589e+02 | 3.47e+01 | 2.13e-03 | 4.29e-16 | 4.78e+06 |  1.00e-01   |   4   |
|  59   |  59   |  689  | +2.5106e+02 | 3.47e+01 | 3.25e-03 | 6.12e-15 | 4.78e+06 |  1.00e-01   |   4   |
|  60   |  60   |  693  | +2.3893e+02 | 3.47e+01 | 4.70e-03 | 3.81e-16 | 4.78e+06 |  1.00e-01   |   4   |
|  61   |  61   |  697  | +2.2869e+02 | 3.47e+01 | 6.43e-03 | 1.13e-15 | 4.78e+06 |  1.00e-01   |   4   |
|  62   |  62   |  703  | +2.1924e+02 | 3.47e+01 | 8.08e-03 | 1.41e-15 | 4.78e+06 |  1.00e-01   |   4   |
|  63   |  63   |  709  | +2.1168e+02 | 3.47e+01 | 9.21e-03 | 8.42e-15 | 4.78e+06 |  1.00e-01   |   4   |
|  64   |  64   |  714  | +2.0381e+02 | 4.31e+01 | 8.04e-03 | 6.84e-15 | 4.78e+06 |  1.00e-01   |   3   |
|  65   |  65   |  718  | +2.0285e+02 | 4.31e+01 | 7.56e-03 | 3.14e-15 | 2.18e+14 |  1.00e-01   |   3   |
|  66   |  66   |  722  | +2.0285e+02 | 4.31e+00 | 7.56e-03 | 3.14e-15 | 2.18e+14 |  1.00e-01   |   3   |
|  67   |  67   |  725  | +1.9671e+02 | 2.72e+01 | 3.82e-03 | 1.65e-15 | 2.18e+14 |  1.00e-01   |   2   |
|  68   |  68   |  728  | +1.9671e+02 | 2.72e+00 | 3.82e-03 | 1.65e-15 | 2.18e+14 |  1.00e-01   |   3   |
|  69   |  69   |  730  | +1.9454e+02 | 1.90e+01 | 1.53e-03 | 1.63e-16 | 2.18e+14 |  1.00e-01   |   2   |
|  70   |  70   |  732  | +1.8691e+02 | 4.25e+01 | 2.52e-03 | 6.54e-16 | 2.18e+14 |  1.00e-01   |   2   |
|  71   |  71   |  735  | +1.8691e+02 | 4.25e+00 | 2.52e-03 | 6.54e-16 | 2.18e+14 |  1.00e-01   |   2   |
|  72   |  72   |  737  | +1.8272e+02 | 2.97e+01 | 2.23e-03 | 1.14e-16 | 2.18e+14 |  1.00e-01   |   2   |
|  73   |  73   |  739  | +1.8272e+02 | 2.97e+00 | 2.23e-03 | 1.14e-16 | 2.18e+14 |  1.00e-01   |   2   |
|  74   |  74   |  740  | +1.7998e+02 | 2.08e+01 | 7.05e-04 | 2.08e-17 | 2.18e+14 |  1.00e-01   |   2   |
|  75   |  75   |  742  | +1.7998e+02 | 2.08e+00 | 7.05e-04 | 2.08e-17 | 2.18e+14 |  1.00e-01   |   2   |
|  76   |  76   |  743  | +1.7811e+02 | 1.46e+01 | 6.60e-04 | 3.82e-17 | 2.18e+14 |  1.00e-01   |   2   |
|  77   |  77   |  744  | +1.7348e+02 | 2.58e+01 | 5.62e-04 | 2.36e-17 | 2.18e+14 |  1.00e-01   |   2   |
|  78   |  78   |  747  | +1.7348e+02 | 2.58e+00 | 5.62e-04 | 2.36e-17 | 2.18e+14 |  1.00e-01   |   2   |
|  79   |  79   |  748  | +1.7120e+02 | 1.81e+01 | 4.32e-04 | 2.69e-17 | 2.18e+14 |  1.00e-01   |   2   |
|  80   |  80   |  750  | +1.7120e+02 | 1.81e+00 | 4.32e-04 | 2.69e-17 | 2.18e+14 |  1.00e-01   |   3   |
|  81   |  81   |  751  | +1.6973e+02 | 1.27e+01 | 2.70e-04 | 3.30e-17 | 2.18e+14 |  1.00e-01   |   2   |
